Course_id,Course,Course_organization,Course_Certificate_type,Course_rating,Course_difficulty,Course_students_enrolled
418,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,COURSE,4.8,Beginner,39000.0
137,Executive Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,490000.0
99,Fashion as Design,The Museum of Modern Art,COURSE,4.8,Beginner,54000.0
509,Feminism and Social Justice,"University of California, Santa Cruz",COURSE,4.8,Beginner,170000.0
442,FinTech Law and Policy,Duke University,COURSE,4.8,Beginner,28000.0
531,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,SPECIALIZATION,4.6,Beginner,180000.0
453,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,COURSE,4.7,Beginner,18000.0
16,Finance & Quantitative Modeling for Analysts,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,9700.0
257,Finance for Non-Finance Professionals,Rice University,COURSE,4.8,Beginner,13000.0
778,Finance for Non-Financial Managers,Emory University,COURSE,4.4,Intermediate,12000.0
85,Financial Accounting Fundamentals,University of Virginia,COURSE,4.8,Beginner,260000.0
396,Financial Acumen for Non-Financial Managers,University of Pennsylvania,COURSE,4.5,Beginner,69000.0
158,Financial Engineering and Risk Management Part I,Columbia University,COURSE,4.6,Mixed,12000.0
149,Financial Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,65000.0
14,Financial Markets,Yale University,COURSE,4.8,Beginner,10000.0
259,Financial Markets and Investment Strategy,Indian School of Business,SPECIALIZATION,4.5,Beginner,100000.0
682,Financial Reporting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,76000.0
356,Financial Technology (Fintech) Innovations,University of Michigan,SPECIALIZATION,4.7,Beginner,470000.0
382,Financing and Investing in Infrastructure,University of  Bocconi,COURSE,4.8,Mixed,60000.0
366,Finanzas corporativas,University of  Bocconi,SPECIALIZATION,4.6,Intermediate,12000.0
552,Finanzas personales,University of  Bocconi,COURSE,4.8,Mixed,6500.0
109,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,COURSE,4.7,Beginner,24000.0
66,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,30000.0
113,First Step Korean,Yonsei University,COURSE,4.9,Beginner,310000.0
102,Food & Beverage Management,University of  Bocconi,COURSE,4.8,Mixed,36000.0
174,Forensic Accounting and Fraud Examination,West Virginia University,COURSE,4.7,Mixed,20000.0
337,Foundational Finance for Strategic Decision Making,University of Michigan,SPECIALIZATION,4.8,Beginner,57000.0
721,Foundations of Business Strategy,University of Virginia,COURSE,4.8,Beginner,42000.0
775,Foundations of Everyday Leadership,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,4400.0
313,Foundations of Global Health,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,14000.0
209,Foundations of Management,IESE Business School,SPECIALIZATION,4.8,Beginner,63000.0
569,Foundations of Marketing Analytics,Emory University,SPECIALIZATION,4.2,Intermediate,62000.0
32,Foundations of Positive Psychology,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,31000.0
521,Foundations of Public Health Practice,Imperial College London,SPECIALIZATION,4.8,Beginner,64000.0
203,From Data to Insights with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.6,Beginner,27000.0
698,From the Big Bang to Dark Energy,The University of Tokyo,COURSE,4.8,Beginner,89000.0
863,Front-End Web Development with React,The Hong Kong University of Science and Technology,COURSE,4.7,Intermediate,3200.0
501,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,COURSE,4.8,Intermediate,26000.0
108,Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,52000.0
89,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,45000.0
441,Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,COURSE,4.6,Beginner,140000.0
295,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,170000.0
164,Fundamentals of Computing,Rice University,SPECIALIZATION,4.8,Beginner,220000.0
581,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,COURSE,4.7,Mixed,30000.0
425,Fundamentals of GIS,"University of California, Davis",COURSE,4.8,Beginner,39000.0
162,Fundamentals of Graphic Design,California Institute of the Arts,COURSE,4.8,Beginner,200000.0
130,Fundamentals of Immunology,Rice University,SPECIALIZATION,4.7,Intermediate,49000.0
415,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,COURSE,4.7,Intermediate,86000.0
633,Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.6,Beginner,290000.0
77,Fundamentals of Project Planning and Management,University of Virginia,COURSE,4.7,Beginner,20000.0
165,Fundamentals of Quantitative Modeling,University of Pennsylvania,COURSE,4.6,Mixed,18000.0
475,Fundamentals of Reinforcement Learning,University of Alberta,COURSE,4.8,Intermediate,180000.0
520,Fundamentals of Visualization with Tableau,"University of California, Davis",COURSE,4.5,Beginner,120000.0
742,Fundamentos Empresariales,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,110000.0
724,Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.7,Beginner,81000.0
388,Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.8,Beginner,25000.0
370,Fundraising and Development,"University of California, Davis",SPECIALIZATION,4.6,Beginner,150000.0
145,Futures Thin000ing,Institute for the Future,SPECIALIZATION,4.8,Beginner,110000.0
115,G Suite Administration,Google Cloud,SPECIALIZATION,4.7,Beginner,47000.0
286,"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.8,Beginner,4900.0
206,Game Design and Development,Michigan State University,SPECIALIZATION,4.7,Intermediate,9400.0
141,Game Theory,Stanford University,COURSE,4.6,Beginner,10000.0
268,Gamification,University of Pennsylvania,COURSE,4.8,Mixed,140000.0
802,Gender and Sexuality: Diversity and Inclusion in the Wor000place,University of Pittsburgh,COURSE,4.7,Beginner,100000.0
76,Genomic Data Science,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,260000.0
79,Geographic Information Systems  (GIS),"University of California, Davis",SPECIALIZATION,4.8,Beginner,110000.0
540,Get Interactive: Practical Teaching with Technology,Bloomsbury Learning Exchange,COURSE,4.7,Beginner,19000.0
681,Getting Started With Music Theory,Michigan State University,COURSE,4.5,Beginner,34000.0
568,Getting Started with AWS Machine Learning,Amazon Web Services,COURSE,4.5,Intermediate,47000.0
734,Getting Started with Go,"University of California, Irvine",COURSE,4.6,Intermediate,14000.0
422,Getting Started with Google Kubernetes Engine,Google Cloud,COURSE,4.5,Intermediate,59000.0
411,Getting Started with Google Sheets,Google Cloud,COURSE,4.6,Beginner,73000.0
538,Getting Started with SAS Programming,SAS,COURSE,4.9,Beginner,59000.0
400,Global Diplomacy: the United Nations in the World,SOAS University of London,COURSE,4.7,Beginner,18000.0
643,Global Energy and Climate Policy,SOAS University of London,COURSE,4.5,Beginner,22000.0
578,Global Environmental Management,Technical University of Denmark (DTU),COURSE,4.6,Intermediate,79000.0
835,Global Financial Markets and Instruments,Rice University,COURSE,4.6,Mixed,29000.0
761,Global Financing Solutions  (by EDHEC and SociÃ©tÃ© GÃ©nÃ©rale),EDHEC Business School,COURSE,4.6,Intermediate,10000.0
740,Global Trends for Business and Society,University of Pennsylvania,COURSE,4.8,Mixed,22000.0
717,"Globalization, Economic Growth and Stability",IE Business School,SPECIALIZATION,4.8,Intermediate,37000.0
355,Good with Words: Writing and Editing,University of Michigan,SPECIALIZATION,4.6,Beginner,3600.0
227,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,COURSE,4.6,Intermediate,7600.0
849,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,COURSE,4.7,Intermediate,44000.0
25,Google IT Automation with Python,Google,PROFESSIONAL CERTIFICATE,4.7,Beginner,3800.0
4,Google IT Support,Google,PROFESSIONAL CERTIFICATE,4.8,Beginner,120000.0
385,Grammar and Punctuation,"University of California, Irvine",COURSE,4.7,Mixed,36000.0
513,Graphic Design Elements for Non-Designers,University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,93000.0
287,Greek and Roman Mythology,University of Pennsylvania,COURSE,4.8,Mixed,350000.0
369,Greening the Economy: Sustainable Cities,Lund University,COURSE,4.6,Beginner,430000.0
757,Guitar for Beginners,Berklee College of Music,COURSE,4.8,Mixed,10000.0
710,Gut Check: Exploring Your Microbiome,University of California San Diego,COURSE,4.7,Mixed,260000.0
329,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,COURSE,4.8,Mixed,56000.0
231,Habilidades Gerenciales,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,210000.0
803,Hardware Description Languages for FPGA Design,University of Colorado Boulder,COURSE,4.2,Intermediate,240000.0
429,Healing with the Arts,University of Florida,COURSE,4.6,Mixed,43000.0
244,Health Informatics,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,62000.0
739,Health Information Literacy for Data Analytics,"University of California, Davis",SPECIALIZATION,4.5,Intermediate,7400.0
373,Healthcare Law,University of Pennsylvania,SPECIALIZATION,4.7,Intermediate,39000.0
423,Healthcare Marketplace,University of Minnesota,SPECIALIZATION,4.4,Beginner,8100.0
596,Healthcare Organization Operations,Rutgers the State University of New Jersey,SPECIALIZATION,4.6,Beginner,5400.0
845,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,COURSE,4.8,Mixed,1700.0
700,Homeland Security and Cybersecurity,University of Colorado System,SPECIALIZATION,4.7,Beginner,36000.0
177,"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,SPECIALIZATION,4.6,Beginner,5500.0
554,How Things Work: An Introduction to Physics,University of Virginia,COURSE,4.8,Intermediate,46000.0
767,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,COURSE,3.3,Mixed,5500.0
609,How to Start Your Own Business,Michigan State University,SPECIALIZATION,4.1,Beginner,28000.0
52,Human Resource Management: HR for People Managers,University of Minnesota,SPECIALIZATION,4.7,Beginner,170000.0
34,IBM AI Engineering,IBM,PROFESSIONAL CERTIFICATE,4.6,Intermediate,140000.0
571,IBM AI Enterprise Workflow,IBM,SPECIALIZATION,4.4,Advanced,34000.0
12,IBM Applied AI,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,98000.0
408,IBM Customer Engagement Specialist Professional Certificate,IBM,COURSE,4.8,Beginner,140000.0
0,IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,3500.0
98,IT Fundamentals for Cybersecurity,IBM,SPECIALIZATION,4.5,Beginner,220000.0
476,IT Security: Defense against the digital dark arts,Google,COURSE,4.8,Beginner,3300.0
856,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",Google,COURSE,4.9,Beginner,480000.0
640,Implementing RPA with Cognitive Automation and Analytics,Automation Anywhere,SPECIALIZATION,4.6,Beginner,62000.0
36,Improve Your English Communication Skills,Georgia Institute of Technology,SPECIALIZATION,4.7,Beginner,1700.0
123,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,COURSE,4.9,Beginner,23000.0
748,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,SPECIALIZATION,4.4,Beginner,2200.0
318,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,COURSE,4.9,Beginner,610000.0
110,Indigenous Canada,University of Alberta,COURSE,4.8,Mixed,270000.0
572,Industrial IoT on Google Cloud Platform,Google Cloud,COURSE,4.5,Beginner,18000.0
401,Infectious Disease Modelling,Imperial College London,SPECIALIZATION,5.0,Intermediate,79000.0
805,Influencer Marketing Strategy,Rutgers the State University of New Jersey,COURSE,4.4,Intermediate,51000.0
224,"Influencing: Storytelling, Change Management and Governance",Macquarie University,SPECIALIZATION,4.8,Beginner,34000.0
549,Information Security: Context and Introduction,"Royal Holloway, University of London",COURSE,4.6,Beginner,1600.0
537,Information Visualization,New York University,SPECIALIZATION,4.6,Beginner,12000.0
169,Initiating and Planning Projects,"University of California, Irvine",COURSE,4.7,Mixed,32000.0
365,Innovation Management,Erasmus University Rotterdam,COURSE,4.6,Beginner,10000.0
747,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,COURSE,4.8,Beginner,16000.0
673,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Beginner,180000.0
219,Inspirational Leadership: Leading with Sense,HEC Paris,SPECIALIZATION,4.5,Beginner,40000.0
184,Inspired Leadership,Case Western Reserve University,SPECIALIZATION,4.7,Intermediate,10000.0
443,Inspiring and Motivating Individuals,University of Michigan,COURSE,4.8,Mixed,25000.0
345,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,COURSE,4.2,Mixed,72000.0
837,Instructional Methods in Health Professions Education,University of Michigan,COURSE,4.6,Intermediate,97000.0
171,Integrative Health and Medicine,University of Minnesota,SPECIALIZATION,4.8,Beginner,85000.0
120,Intellectual Property Law,University of Pennsylvania,SPECIALIZATION,4.8,Intermediate,12000.0
128,Interaction Design,University of California San Diego,SPECIALIZATION,4.5,Intermediate,9700.0
762,Intercultural Management,ESCP Business School,COURSE,4.6,Beginner,14000.0
451,International Business Essentials,University of London,SPECIALIZATION,4.5,Intermediate,8700.0
701,International Cyber Conflicts,The State University of New York,COURSE,4.4,Mixed,150000.0
404,International Humanitarian Law in Theory and Practice,Kalshoven-Gieskes Forum,COURSE,4.8,Beginner,6500.0
579,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universität Leiden,COURSE,4.8,Mixed,22000.0
280,International Law in Action: the Arbitration of International Disputes,Universität Leiden,COURSE,4.8,Mixed,25000.0
615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,36000.0
346,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,19000.0
447,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,41000.0
193,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,26000.0
667,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,2200.0
834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,35000.0
582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,11000.0
830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,140000.0
427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,100000.0
862,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,46000.0
608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,60000.0
620,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,44000.0
713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,160000.0
664,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,16000.0
412,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,27000.0
879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,14000.0
421,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,84000.0
594,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,53000.0
780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,46000.0
254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,150000.0
336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,2600.0
723,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,20000.0
183,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32000.0
469,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,130000.0
548,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,27000.0
1,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,32000.0
187,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,30000.0
253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,99000.0
196,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,310000.0
745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,390000.0
649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,25000.0
628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,75000.0
511,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,110000.0
204,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,41000.0
377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,150000.0
850,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,34000.0
499,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,200000.0
878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,47000.0
307,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,79000.0
774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,74000.0
689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,42000.0
417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,220000.0
136,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,54000.0
340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,6000.0
533,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,82000.0
542,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,220000.0
235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,270000.0
617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,87000.0
473,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,140000.0
190,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,370000.0
308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,11000.0
29,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,160000.0
293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,82000.0
729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,270000.0
339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,270000.0
766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,49000.0
312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,39000.0
250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,76000.0
758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,12000.0
230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,69000.0
735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,67000.0
659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,33000.0
557,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,150000.0
428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,4100.0
744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,13000.0
625,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,72000.0
194,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,87000.0
270,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,16000.0
80,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,270000.0
147,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,4500.0
195,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,120000.0
639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,99000.0
45,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,14000.0
518,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,49000.0
586,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,4400.0
546,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,380000.0
516,L'excellence opÃ©rationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,160000.0
750,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.6,Beginner,22000.0
654,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,37000.0
577,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.7,Mixed,8000.0
656,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.8,Beginner,6300.0
61,Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,17000.0
755,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.7,Intermediate,34000.0
433,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.8,Intermediate,16000.0
155,Learn Chinese: HSK Test Preparation,Peking University,SPECIALIZATION,4.8,Beginner,220000.0
786,Learn English,Tsinghua University,SPECIALIZATION,4.3,Beginner,5900.0
394,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.5,Intermediate,16000.0
271,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.8,Advanced,43000.0
172,Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,22000.0
360,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.8,Beginner,78000.0
74,Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,52000.0
112,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",SPECIALIZATION,4.6,Beginner,120000.0
260,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,39000.0
311,Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,160000.0
90,Learning to Teach Online,UNSW Sydney (The University of New South Wales),COURSE,4.7,Beginner,80000.0
839,Legal Tech & Startups,IE Business School,COURSE,4.5,Intermediate,180000.0
843,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.6,Mixed,7200.0
769,Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,10000.0
181,Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,23000.0
6,Machine Learning,Stanford University,COURSE,4.9,Mixed,29000.0
831,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,14000.0
352,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,290000.0
585,Machine Learning for All,University of London,COURSE,4.6,Beginner,3200.0
264,Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,240000.0
178,Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,29000.0
321,Machine Learning with Python,IBM,COURSE,4.7,Intermediate,19000.0
125,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,58000.0
791,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,15000.0
435,Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,120000.0
467,Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,78000.0
409,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,43000.0
91,Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,120000.0
556,Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,11000.0
558,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,55000.0
796,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,23000.0
380,Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,71000.0
241,Marketing Digital,"University of California, Davis",COURSE,4.8,Beginner,27000.0
325,Marketing Digital,University of Austria,SPECIALIZATION,4.7,Beginner,47000.0
449,Marketing Gerencial,University of  Chile,COURSE,4.7,Intermediate,22000.0
140,Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,81000.0
211,Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,39000.0
